가상 환자 개발을 위한 항목 ,,,,,,,,,,,,,,
주호소,환자표현,"""숨 쉬는 게 너무 힘들어요. 특히 밤에 자려고 누우면 양쪽 코가 번갈아 막혀서 잠을 잘 못 자요.""",,,,,,,,,,,,
,,,,,,,3,하루 식사 횟수가 3회입니다.,50%,10%,10%,10%,10%,10%
,,,,,,,4,하루 식사 횟수가 4회입니다.,5%,1%,1%,1%,1%,1%
,,,,,,,5,"하루 식사 횟수가 5회 이상이며, 소식(小食)으로 조금씩 자주 먹는 편입니다.",5%,1%,1%,1%,1%,1%
,,식사 규칙성,,,4,식사 시간이 늘 똑같음,1,매우 규칙적,5%,1%,1%,1%,1%,1%
,,,,,,거의 정해진 시간에 식사함,2,"규칙적, 거의 정해진 시간에 규칙적으로 식사함.",30%,6%,6%,6%,6%,6%
,,,,,,식사 시간이 들쑥날쑥함,3,왔다갔다 함. 식사 시간이 규칙적이다가 불규칙적이다가 함,30%,6%,6%,6%,6%,6%
,,,,,,식사 시간이 매번 다름,4,"불규칙, 주로 아침을 거르고 점심, 저녁에 과식하는 경향.",30%,6%,6%,6%,6%,6%
,,,,,,식사 시간이 매우 불규칙적,5,"매우 불규칙, 식사 시간이 매일 다르고 폭식과 결식을 반복함.",5%,1%,1%,1%,1%,1%
,,1일 평균 식사량,,,3,식사량이 매우 적음,1,"한 공기 미만/1일 기준으로 먹어도 배가 부르거나, 식욕이 전혀 없음.",10%,2%,2%,2%,2%,2%
,,,,,,식사량이 적은 편,2,1-2공기/1일 기준. 남들보다 적게 먹는 편.,20%,4%,4%,4%,4%,4%
,,,,,,식사량이 보통,3,3공기/1일 기준 정도. 식후에 불편함 없이 적당한 포만감을 느낌.,40%,8%,8%,8%,8%,8%
,,,,,,식사량이 많음,4,"4공기-5공기/1일 기준, 과식 경향,. 배가 불러도 계속 먹는 경향이 있음.",20%,4%,4%,4%,4%,4%
,,,,,,식사량이 매우 많음,5,"5공기 이상/1일 기준 폭식, 배가 터질 것 같은 느낌이 들 때까지 먹음.",10%,2%,2%,2%,2%,2%
,식사시간,1회 평균식사시간,,,4,식사시간이 매우 빠름,1,1회 평균 식사 시간이 5분 이내이다.,10%,2%,2%,2%,2%,2%
,,,,,,식사시간이빠른편,2,1회 평균 식사 시간이 5분에서 15분 미만이다.,50%,10%,10%,10%,10%,10%
,,,,,,식사시간이적정함,3,1회 평균 식사 시간이 15분에서 30분 사이이다.,30%,6%,6%,6%,6%,6%
,,,,,,식사시간이느린편,4,1회 평균 식사 시간이 30분을 초과한다.,5%,1%,1%,1%,1%,1%
,,,,,,식사시간이매우느림,5,1회 평균 식사 시간이 45분 이상이다.,5%,1%,1%,1%,1%,1%
,소화여부,소화정도,,,2,뭘 먹어도 속이 편안함,1,"매우 좋음, 소화와 관련하여 어떤 불편감도 전혀 느끼지 않는 최상의 상태. 어떤 음식을 먹어도 늘 속이 편안함.",25%,6%,6%,6%,0%,6%
,,,,,,"소화 잘 시킴, 속이 건강한 편",2,"좋은 편, 평소에는 대체로 소화가 잘 되지만, 과식하거나 기름진 음식을 먹는 등 특정 상황에서만 가끔 더부룩함을 느낌.",50%,10%,10%,10%,10%,10%
,,,,,,"속이 자주 더부룩함, 소화가 더딘 편",3,"중등도 불편, 소화불량을 주기적으로(주 2~3회) 느끼며, 자주 속이 더부룩하고 가스가 차는 등 일상적인 불편감이 있음.",25%,0%,0%,0%,25%,0%
,,,,,,거의 매일 속이 불편함,4,"나쁜 편, 거의 매일 소화불량을 느끼며, 더부룩함을 넘어 명치 통증, 속쓰림, 신물 역류 등 뚜렷한 통증을 자주 경험함.",0%,0%,0%,0%,0%,0%
,,,,,,만성적인 소화불량,5,"매우 나쁨, 소화 기능이 만성적으로 저하되어, 식사와 관계없이 늘 속이 불편함. ",0%,0%,0%,0%,0%,0%
,,입맛,,,2,"음식 생각이 안 남, 밥맛이 없음",1,"식욕 없음, 음식에 대한 생각이나 욕구 자체가 전혀 없는 상태.",0%,0%,0%,0%,0%,0%
,,,,,,배는고픈데땡기는음식이없음,2,"입맛 저하, 배는 고픈 것을 느끼지만 특정 음식이 당기거나 '먹고 싶다'는 적극적인 욕구가 없는 상태.",20%,0%,0%,0%,20%,0%
,,,,,,때가되면자연스럽게배고픔,3,"보통, 식사 시간이 되면 자연스럽게 배고픔을 느끼고, 음식을 맛있게 섭취함.",50%,10%,10%,10%,10%,10%
,,,,,,입맛이늘좋음,4,"식욕 좋음, 항상 입맛이 좋은 편.",20%,4%,4%,4%,4%,4%
,,,,,,식욕이왕성함,5,"식욕 항진, 식욕이 과도하게 왕성하여 스스로 조절하는 데 어려움을 겪으며, 포만감을 느껴도 계속 먹고 싶은 충동이 있음.",10%,3%,3%,3%,0%,3%
,대변,대변 횟수,,,3,대변 횟수가 매우 적음,1,대변 횟수가 3~4일에 1회 이하이거나 주 2회 이하이다.,10%,2%,2%,2%,2%,2%
,,,,,,대변 횟수가 다소 적음,2,대변 횟수가 이틀에 1회 정도이거나 주 3회에서 4회 사이이다.,20%,4%,4%,4%,4%,4%
,,,,,,대변 횟수가 정상,3,대변 횟수가 하루 1~2회이거나 주 5회에서 10회 사이이다.,40%,8%,8%,8%,8%,8%
,,,,,,대변횟수가다소잦음,4,대변 횟수가 하루 2~3회이거나 주 10회에서 21회 사이이다.,20%,4%,4%,4%,4%,4%
,,,,,,대변횟수가매우잦음,5,대변 횟수가 하루 3~4회이거나 주 22회 이상이다.,10%,2%,2%,2%,2%,2%
,,대변 색,,,3,황금색 / 밝은 노란색,1,#VALUE!,5%,1%,1%,1%,1%,1%
,,,,,,황토색 / 진한 노란색,2,#VALUE!,5%,1%,1%,1%,1%,1%
,,,,,,황갈색 / 된장색,3,#VALUE!,40%,8%,8%,8%,8%,8%
,,,,,,진한 갈색 / 고동색,4,#VALUE!,45%,9%,9%,9%,9%,9%
,,,,,,녹갈색 / 짙은 풀색,5,#VALUE!,5%,1%,1%,1%,1%,1%
,,,,,,흑갈색 / 먹물색,6,#VALUE!,0%,0%,0%,0%,0%,0%
,,대변 굳기(형태),,,3,단단한 염소 똥 모양,1,#VALUE!,5%,1%,1%,1%,1%,1%
,,,,,,"딱딱, 울퉁불퉁한 소시지 모양",2,#VALUE!,10%,2%,2%,2%,2%,2%
,,,,,,표면이 갈라진 소시지 모양,3,#VALUE!,30%,6%,6%,6%,6%,6%
,,,,,,부드러운 떡가래 모양,4,#VALUE!,30%,6%,6%,6%,6%,6%
,,,,,,물렁물렁한 수제비 모양,5,#VALUE!,10%,2%,2%,2%,2%,2%
,,,,,,죽처럼 풀어진 모양,6,#VALUE!,10%,2%,2%,2%,2%,2%
,,,,,,고형성분이 없는 물 설사,7,#VALUE!,5%,1%,1%,1%,1%,1%
,,배변 후 불편감,,,3,"배변 후 매우 시원함, 쾌변",1,배변 후 느낌이 매우 상쾌하다.,20%,4%,4%,4%,4%,4%
,,,,,,배변 후 시원하고 개운함,2,배변 후 느낌이 상쾌하다.,50%,10%,10%,10%,10%,10%
,,,,,,배변 후 불편함 없이 무난함,3,"보통, 배변 후 느낌이 불쾌하지도 상쾌하지도 않다.",20%,4%,4%,4%,4%,4%
,,,,,,배변 후 시원하지 않고 답답함,4,배변 후 느낌이 불쾌하고 어딘가 모르게 시원치 않다.,10%,2%,2%,2%,2%,2%
,,,,,,배변 후 배가 더 불편해진 것 같음,5,배변 후 느낌이 매우 불쾌하고 시원치 않다.,0%,0%,0%,0%,0%,0%
,,배변 후 잔변감(강도),,,4,배변 후 남은 느낌이 전혀 없음,1,"없음, 배변 후 불편감이 전혀 없는 상태.",100%,20%,20%,20%,20%,20%
,,,,,,배변 후 뒤끝이 살짝 찝찝함,2,"경미한 불편감, 약간 덜 본 것 같은 찝찝한 느낌이 들지만, 금방 잊어버리는 수준.",0%,0%,0%,0%,0%,0%
,,,,,,변이 남아있는 듯 자꾸 신경 쓰임,3,"중등도 불편감, 변이 남아있는 느낌이 분명하게 느껴져, 화장실에 더 앉아있게 되거나 일상 중에도 신경이 쓰임.",0%,0%,0%,0%,0%,0%
,,,,,,배변 후 화장실에 다시 가야 할 것 같음,4,"심한 불쾌감, 다시 화장실에 가고 싶다는 생각이 들 정도로 불쾌감이 심하며, 복부 팽만감이나 불편함을 동반함.",0%,0%,0%,0%,0%,0%
,,,,,,화장실 가도 간 것 같지 않음,5,"매우 심한 불쾌감, 화장실을 다녀와도 전혀 변을 보지 않은 것처럼 느껴질 정도로 극심한 불쾌감을 느끼며, 아무것도 할 수 없는 상태.",0%,0%,0%,0%,0%,0%
,소변,1일 소변 횟수(야간뇨 포함),,,3,소변 횟수가 매우 적음,1,1일 소변 횟수가 0회에서 2회 사이이다.,10%,2%,2%,2%,2%,2%
,,,,,,소변 횟수가 다소 적음,2,1일 소변 횟수가 3회에서 4회 사이이다.,20%,4%,4%,4%,4%,4%
,,,,,,소변 횟수가 정상,3,1일 소변 횟수가 5회에서 7회 사이이다.,40%,8%,8%,8%,8%,8%
,,,,,,소변 횟수가 잦은 편,4,1일 소변 횟수가 8회에서 10회 사이이다.,20%,4%,4%,4%,4%,4%
,,,,,,소변 횟수가 매우 잦음,5,1일 소변 횟수가 11회 이상이다.,10%,2%,2%,2%,2%,2%
,,야간뇨 횟수,,,3,밤에 소변 때문에 한 번도 안 깸,1,"정상, 야간뇨 횟수가 0회이다.",60%,12%,12%,12%,12%,12%
,,,,,,새벽에소변때문에한번일어남,2,"경미, 야간뇨 횟수가 1회이다.",25%,5%,5%,5%,5%,5%
,,,,,,소변때문에자꾸잠이끊김,3,"중등도, 야간뇨 횟수가 2회이다.",5%,1%,1%,1%,1%,1%
,,,,,,밤에자주 화장실에 감,4,"심함, 야간뇨 횟수가 3회에서 4회 사이이다.",5%,1%,1%,1%,1%,1%
,,,,,,밤새도록화장실들락날락,5,"매우 심함, 야간뇨 횟수가 5회 이상이다.",5%,1%,1%,1%,1%,1%
,,소변 색,,,2,무색 / 물처럼 맑은 색,1,#VALUE!,20%,0%,0%,7%,7%,7%
,,,,,,매우 옅은 노란색 / 레몬색,2,#VALUE!,40%,20%,20%,0%,0%,0%
,,,,,,옅은 노란색 / 볏짚색,3,#VALUE!,40%,40%,0%,0%,0%,0%
,,,,,,맑은 노란색,4,#VALUE!,0%,0%,0%,0%,0%,0%
,,,,,,다소 진한 노란색,5,#VALUE!,0%,0%,0%,0%,0%,0%
,,,,,,진한 노란색 / 꿀색,6,#VALUE!,0%,0%,0%,0%,0%,0%
,,,,,,주황색 / 호박색,7,#VALUE!,0%,0%,0%,0%,0%,0%
,,,,,,갈색 / 콜라색,8,#VALUE!,0%,0%,0%,0%,0%,0%
,,소변 굵기(소변줄기),,,3,소변 줄기가 힘이 없음,1,"매우 약함, 소변이 한 줄기로 나오지 않고 방울방울 떨어짐.",10%,2%,2%,2%,2%,2%
,,,,,,소변보는데시간이오래걸림,2,"약한 편, 줄기가 가늘고 힘이 없으며, 나오기 시작할 때까지 시간이 걸림.",20%,4%,4%,4%,4%,4%
,,,,,,소변이 시원하게나옴,3,"보통, 막힘없이 부드럽고 시원하게 나옴.",40%,8%,8%,8%,8%,8%
,,,,,,소변이시원하게콸콸나옴,4,"강한 편, 소변 줄기에 힘이 있음.",20%,4%,4%,4%,4%,4%
,,,,,,소변이매우세게나옴,5,"매우 강하고 급함, 갑자기 소변이 마려워 참기 힘들고, 줄기가 매우 세게 나옴.",10%,2%,2%,2%,2%,2%
,,소변 후 불편감,,,3,소변 보고 속이 아주 시원함,1,소변 후 느낌이 매우 상쾌하다.,20%,4%,4%,4%,4%,4%
,,,,,,소변 보고 시원하고 개운함,2,소변 후 느낌이 상쾌하다.,40%,8%,8%,8%,8%,8%
,,,,,,소변 보고 불편함 없이 무난함,3,"보통, 소변 후 느낌이 불쾌하지도 상쾌하지도 않다.",20%,4%,4%,4%,4%,4%
,,,,,,소변 보고 뭔가 불편함,4,소변 후 느낌이 불쾌하다.,10%,2%,2%,2%,2%,2%
,,,,,,소변 보고 전혀 개운치 않음,5,소변 후 느낌이 매우 불쾌하다.,10%,2%,2%,2%,2%,2%
,,배뇨 후 잔뇨감(강도),,,3,소변이 남은 느낌 없음,1,"없음, 잔뇨감이 전혀 없는 상태.",60%,12%,12%,12%,12%,12%
,,,,,,소변 후 살짝 찝찝함,2,"경미한 잔뇨감, 소변이 약간 덜 나온 것 같은 찝찝한 느낌이 들지만, 금방 잊어버리는 수준.",20%,4%,4%,4%,4%,4%
,,,,,,소변이 남아있는 것 같아 화장실에서 잘 못 나옴,3,"중등도 잔뇨감, 소변이 남아있는 느낌이 분명하게 느껴져, 화장실에 더 머무르거나 일상 중에도 신경이 쓰임.",10%,2%,2%,2%,2%,2%
,,,,,,소변 봐도 다시 마려움,4,"심한 잔뇨감, 소변을 본 직후에도 다시 화장실에 가고 싶다는 생각이 들 정도로 잔뇨감이 심하며, 아랫배의 불편함을 동반함.",5%,1%,1%,1%,1%,1%
,,,,,,소변을 아예 못 본 듯한 느낌,5,"매우 심한잔뇨감, 소변을 전혀 보지 않은 것처럼 느껴질 정도로 극심한 불쾌감을 느끼며, 아무것도 할 수 없는 상태.",5%,1%,1%,1%,1%,1%
,,"유뇨, 요실금 빈도",,,3,소변 실수가 전혀 없음,1,"없음, 요실금이 전혀 없는 상태.",60%,12%,12%,12%,12%,12%
,,,,,,소변 보고 한두 방울 팬티에 묻음,2,"경미한 요실금, 소변을 보고 나서 팬티에 거의 묻지 않음. ",20%,4%,4%,4%,4%,4%
,,,,,,소변 본 후 팬티가 가끔 젖음,3,"중등도 요실금, 소변을 보고 나서 팬티에 가끔 묻음",10%,2%,2%,2%,2%,2%
,,,,,,"소변이 자주 새어 나옴, 팬티가 축축하게 젖음",4,심한 요실금. 소변을 보고 나서 팬티에 자주 묻고 젖은 느낌이 있음. ,5%,1%,1%,1%,1%,1%
,,,,,,소변을 자주 지림,5,매우 심한 요실금. 소변을 보고 나서 팬티에 매번 묻어 속옷을 갈아입어야 함. ,5%,1%,1%,1%,1%,1%
,수면상태,기상시 상쾌도,,,2,아침에 일어나기가 너무 고통스러움,1,기상시 매우 힘들다,20%,0%,0%,7%,7%,7%
,,,,,,"일어나기힘듦, 몸이찌뿌둥하고개운치않음",2,기상시 힘들다,40%,0%,0%,13%,13%,13%
,,,,,,별로개운하지도피곤하지도않음,3,기상시 상쾌하지도 힘들지도 않다,30%,6%,6%,6%,6%,6%
,,,,,,"몸이가볍고개운함, 기분좋게일어남",4,기상시 상쾌하다,5%,3%,3%,0%,0%,0%
,,,,,,아침에눈이번쩍떠짐,5,기상시 매우 상쾌하다,5%,5%,0%,0%,0%,0%
,,수면 시간,,,3,수면 시간이 매우 부족,1,하루 평균 수면 시간이 4시간 이하이다.,5%,1%,1%,1%,1%,1%
,,,,,,수면 시간이 부족,2,하루 평균 수면 시간이 5시간에서 6시간 사이이다.,40%,8%,8%,8%,8%,8%
,,,,,,수면 시간이 적정함,3,하루 평균 수면 시간이 7시간에서 9시간 사이이다.,50%,10%,10%,10%,10%,10%
,,,,,,수면 시간이 다소 많음,4,하루 평균 수면 시간이 10시간이다.,3%,1%,1%,1%,1%,1%
,,,,,,수면 시간이 매우 많음,5,하루 평균 수면 시간이 11시간 이상이다.,2%,0%,0%,0%,0%,0%
,,수면 깊이,,,3,선잠 잠,1,"매우 얕음, 거의 잠을 못 잤다고 느낌.",0%,0%,0%,0%,0%,0%
,,,,,,잠을설침,2,"얕은 편, 깊이 잠들지 못하고, 꿈을 많이 꾸거나 하룻밤 내내 뒤척인 느낌.",30%,0%,0%,0%,30%,0%
,,,,,,그냥무난하게잠,3,"보통, 잠은 자지만 특별히 깊이 잤다는 느낌은 없음.",45%,9%,9%,9%,9%,9%
,,,,,,깊은잠을잠,4,"깊은 편, 대체로 깊이 자는 편이며, 아침에 일어나면 피로가 잘 풀려있음을 느낌.",20%,4%,4%,4%,4%,4%
,,,,,,"아주푹잠, 깊은숙면",5,"매우 깊음, 깊이 잠들며, 아침에 일어날 때 개운하고 상쾌함.",5%,1%,1%,1%,1%,1%
,,불면 빈도,,,2,잠 잘 잠,1,"없음, 수면에 문제가 없음.",70%,18%,18%,18%,0%,18%
,,,,,,가끔잠을설치는정도,2,"일시적, 특정 상황(시험, 여행, 중요한 일 등)에만 며칠 정도 잠을 설침.",30%,0%,0%,0%,30%,0%
,,,,,,자주잠들기힘듦,3,"간헐적, 주기적으로(주 1~3회) 잠들기 어렵거나 잠을 깊이 못 자는 증상이 나타나지만, 만성적이지는 않음.",0%,0%,0%,0%,0%,0%
,,,,,,"매일밤잠을설침, 자다가자꾸깸",4,"지속적, 거의 매일 밤 잠들기 어렵거나, 자다가 깨는 등 수면 문제를 겪고 있음.",0%,0%,0%,0%,0%,0%
,,,,,,"만성불면증, 밤마다잠못자서괴로움",5,"만성적, 수면 문제가 거의 매일 밤 나타나는 것이 1개월 이상 지속되어, 삶의 질 전반에 큰 영향을 줌.",0%,0%,0%,0%,0%,0%
,,꿈의 빈도 및 내용,,,3,꿈을 안 꾼 듯함,1,"기억 없음, 꿈을 거의 꾸지 않거나, 꿨더라도 아침에 전혀 기억나지 않음.",35%,7%,7%,7%,7%,7%
,,,,,,가끔꿈을꿨다고느낌,2,"가끔 꿈, 가끔 꿈을 꾸지만, 내용이 평범하거나 기분 좋은 꿈이며 수면에 방해되지 않음.",30%,6%,6%,6%,6%,6%
,,,,,,꿈을자주꾸는편,3,"자주 꿈, 잠을 자면 꿈을 꾸는 경우가 많다고 스스로 인지함. 내용이 특별히 스트레스 받지는 않음.",20%,4%,4%,4%,4%,4%
,,,,,,꿈자리가사납다,4,"악몽을 가끔 꿈, 꿈을 자주 꾸며, 내용이 복잡하거나, 쫓기거나, 스트레스 받는 내용이 많음.",10%,2%,2%,2%,2%,2%
,,,,,,매일밤악몽에시달림,5,"악몽을 자주 꿈, 거의 매일 밤 악몽을 꾸거나, 꿈이 너무 생생하여 현실과 구분되지 않는 느낌.",5%,1%,1%,1%,1%,1%
,,입면장애,,,2,,1,입면장애 없음. 누우면 바로 잠,30%,8%,8%,8%,0%,8%
,,,,,,,2,잠드는데 시간이 약간 걸림. 15분 내로 바로 잠,25%,0%,8%,8%,0%,8%
,,,,,,,3,누우면 잠드는데 시간이 걸림. 잠드는데 15-30분 걸림,25%,0%,6%,6%,6%,6%
,,,,,,,4,누우면 잠드는데 시간이 많이 걸림. 잠드는데 30-60분 걸림,15%,0%,4%,4%,4%,4%
,,,,,,,5,누우면 잠드는데 시간이 매우 많이 걸림. 잠드는데 1시간 이상 걸림,5%,0%,1%,1%,1%,1%
,,수면 중도 각성 횟수,,,2,,1,"깨지 않는다, 수면 중 깨는 횟수가 0회이다.",0%,0%,0%,0%,0%,0%
,,,,,,,2,수면 중 깨는 횟수가 1회이다.,85%,43%,43%,0%,0%,0%
,,,,,,,3,수면 중 깨는 횟수가 2회이다.,10%,0%,0%,10%,0%,0%
,,,,,,,4,수면 중 깨는 횟수가 3회이다.,5%,0%,0%,0%,3%,3%
,,,,,,,5,수면 중 깨는 횟수가 4회 이상이다.,0%,0%,0%,0%,0%,0%
,,수면 중도 각성 후 재입면 장애,,,2,자다 깨더라도 바로 다시 잠듦,1,수면 중 깨면 5분 이내 잠듦.,50%,10%,10%,10%,10%,10%
,,,,,,자다깨더라도 뒤척이다가다시잠듦.,2,수면 중 깨면 약 10~20분 이내 잠듦.,30%,6%,6%,6%,6%,6%
,,,,,,"자다깨면정신이말똥말똥해지고, 다시 잠들려면 오래 걸림",3,수면 중 깨면 약 20~60분 이내 잠듦.,10%,0%,3%,3%,3%,3%
,,,,,,자다 깨면다시 잠들기 어려움,4,수면 중 깨면 다시 잠드는데 1시간 이상 걸림.,5%,0%,0%,0%,5%,0%
,,,,,,자다 깨면 날 샘,5,수면 중 한번 깨면 아침까지 전혀 다시 잠들지 못함.,5%,0%,0%,0%,5%,0%
,땀,일상 생활에서 땀 량,,,2,"땀이 안 나는 체질, 무한증 경향",1,"땀이 없음, 더워도 땀이 잘 나지 않고, 몸이 답답함.",10%,2%,2%,2%,2%,2%
,,,,,,"땀을적게흘리는편, 땀이잘안남",2,"땀이 적음, 사우나 가거나 운동할 때만 땀이 난다.",20%,4%,4%,4%,4%,4%
,,,,,,적당히땀을흘림,3,"정상, 덥거나 운동할 때 적당히 땀을 흘림.",40%,0%,0%,0%,0%,40%
,,,,,,땀이많은편,4,"땀이 다소 많음, 다른 사람에 비해 땀을 많이 흘리는 편임.",20%,0%,0%,0%,0%,20%
,,,,,,"다한증경향, 땀이줄줄흐름",5,"가만히 있어도 땀이 남, 낮에 특별한 활동 없이도 식은땀이 줄줄 흐름.",10%,0%,0%,0%,0%,10%
,,땀나는 시간대,,,3,당연한 상황에만 땀이 남,1,"정상, 운동하거나 더울 때, 긴장할 때만 땀이 남.",60%,12%,12%,12%,12%,12%
,,,,,,활동할때땀이많음,2,"낮 활동 시, 낮에 가만히 있거나 조금만 움직여도 땀이 줄줄 흐름.",15%,3%,3%,3%,3%,3%
,,,,,,"잠잘때식은땀, 도한(盜汗)",3,"수면 중, 잠자는 동안 옷이 젖을 정도로 식은땀을 흘리고, 잠에서 깨면 땀이 멈춤.",5%,3%,3%,0%,0%,0%
,,,,,,"식사시땀이남, 밥먹을때땀이많음",4,"식사 시, 특히 맵거나 뜨거운 음식을 먹을 때 머리나 얼굴, 등에서 땀이 비 오듯 함.",20%,20%,0%,0%,0%,0%
,,땀나는 부위,,,3,"얼굴 땀, 머리 땀, 상체 위주로 땀이 남",1,"머리와 얼굴 부위(머리, 이마, 얼굴, 목 등)에서 땀이 납니다.",30%,6%,6%,6%,6%,6%
,,,,,,손발이축축함,2,"팔다리, 손과 발 부위(손바닥, 발바닥 등)에서 땀이 납니다.",15%,3%,3%,3%,3%,3%
,,,,,,"등땀, 가슴땀, 몸통위주로땀이남",3,"가슴과 등 부위(가슴 중앙, 등 전체 또는 척추 라인)에서 땀이 납니다.",10%,2%,2%,2%,2%,2%
,,,,,,"겨드랑이땀, 사타구니/국부땀",4,"겨드랑이, 사타구니, 회음부에서 땀이 납니다.",15%,3%,3%,3%,3%,3%
,,,,,,특정부위구분없이땀이남,5,"전신, 즉 특정 부위 없이 온몸에서 땀이 납니다.",30%,6%,6%,6%,6%,6%
,,땀 흘린 뒤 느낌,,,2,땀 흘린 뒤 매우 개운함,1,땀을 흘린 뒤 매우 상쾌합니다.,10%,3%,3%,3%,0%,0%
,,,,,,땀 흘린 뒤 개운한 느낌이 듦,2,땀을 흘린 뒤 상쾌합니다.,20%,5%,5%,5%,0%,5%
,,,,,,땀 흘린 뒤 별 느낌 없음,3,땀을 흘린 뒤 지치지도 상쾌하지도 않습니다.,40%,0%,0%,0%,0%,40%
,,,,,,땀 흘린 뒤 기운 빠짐,4,땀을 흘린 뒤 지칩니다.,20%,0%,0%,0%,10%,10%
,,,,,,땀 흘리고 나니 오히려 몸이 힘듦,5,땀을 흘린 뒤 매우 지칩니다.,10%,0%,0%,0%,5%,5%
,한열경향,인체 한열(몸이 차고 더운 정도),,,1,"열이 많음, 몸에 열기가 많음",1,몸이 많이 뜨거운 편,10%,10%,0%,0%,0%,0%
,,,,,,약간열이있음,2,몸이 약간 뜨거운 편,20%,0%,20%,0%,0%,0%
,,,,,,보통 체온,3,차지도 뜨겁지도 않음,40%,0%,0%,40%,0%,0%
,,,,,,"손발이찬편, 냉한기운이있음",4,몸이 약간 찬 편,20%,0%,0%,0%,20%,0%
,,,,,,"몸이냉함, 심하게차가움",5,몸이 많이 찬 편,10%,0%,0%,0%,0%,10%
,,인체에서 비교적 따뜻한 부위,,,2,없음,1,없음,20%,4%,4%,4%,4%,4%
,,,,,,머리,2,머리,20%,4%,4%,4%,4%,4%
,,,,,,흉부,3,흉부,20%,4%,4%,4%,4%,4%
,,,,,,복부(배 전체),4,복부(배 전체),0%,0%,0%,0%,0%,0%
,,,,,,복부(아랫배),5,복부(아랫배),0%,0%,0%,0%,0%,0%
,,,,,,"등, 허리",6,"등, 허리",0%,0%,0%,0%,0%,0%
,,,,,,"팔, 손",7,"팔, 손",20%,4%,4%,4%,4%,4%
,,,,,,"다리, 발",8,"다리, 발",20%,4%,4%,4%,4%,4%
,,인체에서 비교적 차가운 부위,,,2,없음,1,없음,0%,0%,0%,0%,0%,0%
,,,,,,머리,2,머리,0%,0%,0%,0%,0%,0%
,,,,,,흉부,3,흉부,0%,0%,0%,0%,0%,0%
,,,,,,복부(배 전체),4,복부(배 전체),0%,0%,0%,0%,0%,0%
,,,,,,복부(아랫배),5,복부(아랫배),33%,0%,0%,0%,0%,33%
,,,,,,"등, 허리",6,"등, 허리",0%,0%,0%,0%,0%,0%
,,,,,,"팔, 손",7,"팔, 손",33%,7%,7%,7%,7%,7%
,,,,,,"다리, 발",8,"다리, 발",33%,7%,7%,7%,7%,7%
,,한열의 편재(상열하한),,,3,온몸의 온도가 균형 잡힘,1,없음,30%,6%,6%,6%,6%,6%
,,,,,,약간의상체열감/하체냉감,2,흉부 이상 윗부분은 미세하게 열감이 있고 아랫배 이하 부분은 미세하게 차가운 편으로 잘 못느낌,30%,6%,6%,6%,6%,6%
,,,,,,"위로열이잘오름, 아랫배가찬편",3,흉부 이상 윗부분은 약간 열감이 있고 아랫배 이하 부분은약간 차가운 편으로 일상생활에 별 지장이 없음,30%,6%,6%,6%,6%,6%
,,,,,,머리는뜨겁고발은차가움,4,흉부 이상 윗부분은 뜨겁고 아랫배 이하 부분은 차가운 편으로 일상생활에 약간 지장이 있음. ,5%,1%,1%,1%,1%,1%
,,,,,,"하체는냉골, 상체는불덩이",5,흉부 이상 윗부분은 매우 뜨겁고 아랫배 이하 부분은 매우 차가운 상태로 일상생활에 큰 지장이 있음. ,5%,1%,1%,1%,1%,1%
,,음료 온도 선호도,,,2,"찬 음료를 못 마심, 무조건 따뜻한 것",1,"찬 음료 회피, 찬 음료를 마시면 속이 불편해져서 반드시 따뜻하게 마심.",10%,0%,0%,3%,3%,3%
,,,,,,주로따뜻한것을마시는편,2,"따뜻한 음료 선호, 이왕이면 따뜻한 음료를 선택함.",20%,0%,0%,7%,7%,7%
,,,,,,찬것/따뜻한것모두잘마심,3,"상관없음, 날씨나 상황에 따라 가리지 않고 마심.",40%,10%,10%,10%,10%,0%
,,,,,,주로아이스(Ice) 음료 선호,4,"찬 음료 선호, 대부분 찬 음료를 선택하며, 마시면 시원하고 편안함을 느낌.",20%,10%,10%,0%,0%,0%
,,,,,,"얼죽아, 차가운것만마심",5,"따뜻한 음료 회피, 계절에 상관없이 얼음이 든 음료를 즐기며, 따뜻한 음료는 답답해서 싫어함.",10%,5%,5%,0%,0%,0%
,,추위 민감도,,,1,추위를 안 탐,1,"정상, 추위에 특별히 민감하지 않음.",30%,15%,15%,0%,0%,0%
,,,,,,"약간 추위를 탐, 찬 바람을 싫어함",2,"경미, 다른 사람은 괜찮은데, 에어컨이나 선풍기 바람을 직접 쐬는 것을 싫어함.",20%,0%,0%,10%,10%,0%
,,,,,,"추위를 잘 탐, 추위 많이 타는 체질",3,"중등도, 남들보다 옷을 더 껴입어야 하고, 추우면 기존 증상(통증 등)이 심해짐.",20%,0%,0%,10%,10%,0%
,,,,,,심한 추위 민감,4,"심함, 따뜻한 곳에 있어도 손발이 차고 몸이 시림. 찬 데서 자면 다음 날 몸이 쑤시고 힘듦.",20%,0%,0%,0%,0%,20%
,,,,,,"극심한 추위, 냉골 체질",5,"매우 심함, 이불을 덮고 있어도 뼛속까지 시린 느낌이 들고, 추워서 일상생활이 힘듦.",10%,0%,0%,0%,0%,10%
,,더위 민감도,,,1,더위를 안 탐,1,"정상, 더위에 특별히 민감하지 않음.",30%,0%,8%,8%,8%,8%
